scenario_id,sensor_mode,repetition,covariance_stabilized,t_conv_s,empirically_diverged,t_empirical_divergence_s,mean_nees_steady,rmse_full_m,median_error_full_m,p95_error_full_m,rmse_full_xy_m,rmse_steady_m,median_error_steady_m,p95_error_steady_m,rmse_steady_xy_m,n_grid_points,n_valid_points_steady,distance_scale,noise_scale
3,fusion,6,True,3.2666666666666666,False,,27.844277663491393,0.3865832990753463,0.07668231816566438,0.6608412364371365,0.3731313025629363,0.10804540367367342,0.07169408870933364,0.2719580316597515,0.10149429828195118,401,335,0.75,0.5
3,rf_only,6,False,,False,,67.92628859289886,6.629462156478394,6.032108314505323,9.99105839699342,0.7728521040012988,6.629462156478394,6.032108314505323,9.99105839699342,0.7728521040012988,401,381,0.75,0.5
3,camera_only,6,True,3.2666666666666666,False,,2.6128499270404557,1.5344031305613688,0.027621024324038745,3.284788247970832,1.4796836187234135,0.2495677779336752,0.025033874979819227,0.728194117200454,0.24214328875696078,401,335,0.75,0.5
3,track_to_track_ci,6,True,4.3,False,,34.74282106453385,2.226194381887644,0.14344093519702864,6.117623738240522,2.121361716238617,0.1460266240841007,0.13316597481134543,0.2197013565059013,0.12564931997505926,401,315,0.75,0.5
3,baseline_geometric,6,True,,False,,,1.6625908294090948,0.04647646760677584,4.05027312974746,1.6028273802126505,1.6625908294090948,0.04647646760677584,4.05027312974746,1.6028273802126505,401,401,0.75,0.5
