timestamp,x,y,z,vx,vy,vz,speed,course_over_ground,vertical_speed,pos_uncertainty,vel_uncertainty,scenario_id,sensor_mode,ground_truth_x,ground_truth_y,ground_truth_z,ground_truth_vx,ground_truth_vy,ground_truth_vz
0.0,-0.7534461970343505,40.21116344288719,19.781346432844384,,,,,,,,,3,baseline_geometric,0.0,40.0,20.0,5.0,3.141592653589793,2.356194490192345
0.03333333333333333,-1.7112821446339581,41.10502372712264,20.37938147619604,,,,,,,,,3,baseline_geometric,0.16666666666666666,40.10471784116246,20.078539457471294,5.0,3.1414203980712943,2.3561621920612588
0.06666666666666667,-0.15487890375033983,40.37189354065559,20.428781662026076,,,,,,,,,3,baseline_geometric,0.3333333333333333,40.20942419883357,20.15707676174369,5.0,3.1409036504055567,2.356065298553471
0.1,1.5405235582121262,39.81892924863872,20.329104282520476,,,,,,,,,3,baseline_geometric,0.5,40.31410759078128,20.23560975967731,5.0,3.1400424672597853,2.355903812325365
0.13333333333333333,9.648193363524411,35.673156783650434,18.471976971926267,,,,,,,,,3,baseline_geometric,0.6666666666666666,40.418756537292,20.314136298250354,5.0,3.1388369430724166,2.3556777378041676
0.16666666666666666,6.640508841637329,37.651321537866664,19.31645847696473,,,,,,,,,3,baseline_geometric,0.8333333333333334,40.52335956242944,20.3926542246181,5.0,3.137287210042762,2.355387081187826
0.2,6.901640300385447,37.34142334133394,19.184215375775693,,,,,,,,,3,baseline_geometric,1.0,40.62790519529313,20.471161386171925,5.0,3.1353934381165134,2.3550318504448393
0.23333333333333334,-7.84637203576667,45.85323581406788,22.595917477174563,,,,,,,,,3,baseline_geometric,1.1666666666666667,40.73238197127632,20.549655630598345,5.0,3.1331558349671025,2.354612055314036
0.26666666666666666,-5.789410918402706,45.034448749006685,22.301902266890544,,,,,,,,,3,baseline_geometric,1.3333333333333333,40.836778433323154,20.628134805937993,5.0,3.1305746459729304,2.3541277073043125
0.3,-5.9045283215278515,45.07269655754814,22.189085733914442,,,,,,,,,3,baseline_geometric,1.5,40.941083133185145,20.70659676064464,5.0,3.1276501541904578,2.353578819694314
0.3333333333333333,2.6535321606139206,40.525010917829945,20.559655900134402,,,,,,,,,3,baseline_geometric,1.6666666666666667,41.045284632676534,20.785039343644158,5.0,3.1243826803231642,2.3529654075320714
0.36666666666666664,3.2532671862374705,39.94818895864604,20.545190713446562,,,,,,,,,3,baseline_geometric,1.8333333333333333,41.149371504928666,20.86346040439351,5.0,3.120772582686381,2.35228748763459
0.4,2.5399495591705787,41.051228272064535,20.83400484812517,,,,,,,,,3,baseline_geometric,2.0,41.253332335643044,20.9418577929397,5.0,3.1168202571679955,2.3515450785873853
0.43333333333333335,5.246970959519533,39.72386804044918,20.334690325003418,,,,,,,,,3,baseline_geometric,2.166666666666667,41.357155724343045,21.02022935997872,5.0,3.1125261371850397,2.3507382007439763
0.4666666666666667,2.050095597783793,41.89957247749356,21.1604101822665,,,,,,,,,3,baseline_geometric,2.3333333333333335,41.46083028562412,21.098572956914474,5.0,3.10789069363616,2.349866876225327
0.5,8.51509370783663,38.030784975266116,19.73210785756275,,,,,,,,,3,baseline_geometric,2.5,41.56434465040231,21.176886435917673,5.0,3.1029144348499784,2.348931128919239
0.5333333333333333,-2.9824702323732217,44.898199732813026,22.619886884171017,,,,,,,,,3,baseline_geometric,2.6666666666666665,41.667687467161024,21.25516764998473,5.0,3.097597906529348,2.347930984479698
0.5666666666666667,7.060290221738591,39.2591910221027,20.294677536944906,,,,,,,,,3,baseline_geometric,2.833333333333333,41.77084740319583,21.33341445299662,5.0,3.09194169169151,2.346866470326168
0.6,-12.209946747117765,50.33020165454162,25.093260494227255,,,,,,,,,3,baseline_geometric,3.0,41.87381314585725,21.411624699777715,5.0,3.085946410604164,2.345737615642843
