scenario_id,sensor_mode,repetition,covariance_stabilized,t_conv_s,empirically_diverged,t_empirical_divergence_s,mean_nees_steady,rmse_full_m,median_error_full_m,p95_error_full_m,rmse_full_xy_m,rmse_steady_m,median_error_steady_m,p95_error_steady_m,rmse_steady_xy_m,n_grid_points,n_valid_points_steady
2,baseline_geometric,9,True,,False,,,2.961369639255382,0.0852189340338578,8.11887492652475,2.8764179644829158,2.961369639255382,0.0852189340338578,8.11887492652475,2.8764179644829158,401,401
3,fusion,0,True,1.7333333333333334,False,,43.66671762049239,0.6014993928421518,0.1639452708297026,0.2575403813177587,0.5858390575900748,0.1688989424153404,0.1578542068836351,0.2528490436969843,0.1529909401781616,401,366
3,rf_only,0,False,,False,,86.2430877513566,6.773092488648849,6.066970884114913,10.406986088519602,1.588179375564997,6.773092488648849,6.066970884114913,10.406986088519602,1.588179375564997,401,381
3,camera_only,0,True,1.9,False,,3.820994133682784,1.795195916377493,0.0544430495204437,0.2173935229012115,1.7491975760348453,0.0758320959509637,0.0508733448791349,0.1435629711772702,0.0649449961936131,401,363
3,track_to_track_ci,0,True,2.85,False,,43.21121767916595,2.559431435484383,0.2691947199406732,4.947763660585298,2.487660982283826,0.2720964922571711,0.2597318857532004,0.3774090707896126,0.2341650459549964,401,344
3,baseline_geometric,0,True,,False,,,2.3100132779008224,0.0928861432541828,6.281167262179529,2.256852584651991,2.3100132779008224,0.0928861432541828,6.281167262179529,2.256852584651991,401,401
3,fusion,1,True,1.7333333333333334,False,,39.67293398074898,0.7064519790464882,0.1675742834990404,0.2516868929112785,0.6882270899311408,0.1603663199256341,0.1641319921196813,0.2382226537333866,0.1452745880643799,401,366
3,rf_only,1,False,,False,,77.2803253874849,6.741686359201098,6.095406721866195,10.261335384802948,1.448401472899289,6.741686359201098,6.095406721866195,10.261335384802948,1.448401472899289,401,381
3,camera_only,1,True,1.7333333333333334,False,,2.9209996822532576,2.1869811496246947,0.045912457289971,0.1923393962176202,2.131789339296129,0.0651687350796507,0.0445789042051137,0.1220925853590517,0.0548613600769381,401,366
3,track_to_track_ci,1,True,2.85,False,,40.881455128284415,3.292622655320123,0.2608185333865928,9.547978855322215,3.203100491768611,0.2650618980091692,0.2535666867409942,0.3675384666170693,0.2247151974172756,401,344
3,baseline_geometric,1,True,,False,,,2.2606011117894043,0.0876523336752531,6.191292860712157,2.2104831151459505,2.2606011117894043,0.0876523336752531,6.191292860712157,2.2104831151459505,401,401
3,fusion,10,True,1.7333333333333334,False,,41.24047504742127,0.2876814281784742,0.1580325887392059,0.257404599774808,0.2746159205906914,0.1623071787904652,0.1574036091601366,0.2542458833948483,0.1479065600294649,401,366
3,rf_only,10,False,,False,,87.84980713517807,6.76909793974947,6.0759698538301965,10.285850254237118,1.57105659730627,6.76909793974947,6.0759698538301965,10.285850254237118,1.57105659730627,401,381
3,camera_only,10,True,1.7333333333333334,False,,2.747774811350412,0.93908996580213,0.0439957379321034,0.1268018326924348,0.9147271846718176,0.0555942128181917,0.0431317079823144,0.0965198327799548,0.0447798387758127,401,366
3,track_to_track_ci,10,True,2.85,False,,43.81461289751456,0.9748577112325506,0.2626437857551304,1.9421807469350016,0.9409400530657832,0.271614969770055,0.2515492529277097,0.3722661121484881,0.2331853658115161,401,344
3,baseline_geometric,10,True,,False,,,2.052460627969784,0.0842876626852402,4.182218878948107,2.009010377228054,2.052460627969784,0.0842876626852402,4.182218878948107,2.009010377228054,401,401
3,fusion,11,True,3.1333333333333333,False,,42.41868924992824,1.226927354965301,0.1834040596136753,1.463157893537523,1.1964739013568249,0.1627463179262252,0.1755574646217526,0.2196636957707426,0.1469523441132097,401,338
3,rf_only,11,False,,False,,83.76932672618602,6.790266708144495,6.061064008514496,10.389236868935733,1.6598957382208654,6.790266708144495,6.061064008514496,10.389236868935733,1.6598957382208654,401,381
3,camera_only,11,True,2.033333333333333,False,,2.957852669905884,3.666246693584331,0.0492823067506403,8.71325647989705,3.574510109805243,0.0682497060693937,0.0469851813802552,0.1224776722709305,0.0592694356276865,401,360
3,track_to_track_ci,11,True,2.85,False,,43.73936972531318,4.060484749953284,0.2529266000240928,9.235000008735518,3.954893575669589,0.2680771841555331,0.2476819149438263,0.3845821479843899,0.2262151103069044,401,344
3,baseline_geometric,11,True,,False,,,2.6166217693085425,0.0908459680478399,6.528323350841045,2.5566840385954395,2.6166217693085425,0.0908459680478399,6.528323350841045,2.5566840385954395,401,401
3,fusion,12,True,1.7333333333333334,False,,39.58335524557064,0.1883875159094342,0.1582318553038723,0.2544236843417451,0.1739563728433343,0.1596762214459995,0.1558049316786469,0.2475922281781449,0.1450958202106318,401,366
3,rf_only,12,False,,False,,85.29108163661478,6.774123903237185,6.089281300635431,10.350713471398429,1.592572305777393,6.774123903237185,6.089281300635431,10.350713471398429,1.592572305777393,401,381
3,camera_only,12,True,1.7333333333333334,False,,2.7868121916927566,1.1254775871423852,0.0459433100432928,0.2103760908228668,1.0976883407115228,0.0670102961205214,0.0443979175403437,0.1265884645871838,0.059060842057643,401,366
3,track_to_track_ci,12,True,2.85,False,,40.69130002986337,1.5323749282092731,0.2574415451667496,2.7968481372010148,1.4899965083048,0.2543030786627178,0.249383182079464,0.3421440767246408,0.2201849841178273,401,344
3,baseline_geometric,12,True,,False,,,2.5342811634587314,0.0877136815451357,5.654952959673681,2.4748754549273704,2.5342811634587314,0.0877136815451357,5.654952959673681,2.4748754549273704,401,401
3,fusion,13,True,1.7333333333333334,False,,42.98825040111672,0.3312333020139847,0.1728558796889397,0.2667247075319316,0.3181884762031838,0.1719404749187321,0.1662935845968263,0.2510670468154497,0.1565148481611062,401,366
3,rf_only,13,False,,False,,89.67885871002397,6.777387186561443,6.104909745148152,10.323360882858733,1.606396272350534,6.777387186561443,6.104909745148152,10.323360882858733,1.606396272350534,401,381
3,camera_only,13,True,1.7333333333333334,False,,2.979595118889516,0.9407832527487504,0.0507967645359429,0.2117521775070991,0.9175680865744332,0.0718887460874972,0.0496604493783493,0.1374401314048634,0.0615706197370664,401,366
3,track_to_track_ci,13,True,2.85,False,,44.06796961744113,2.0274179120499234,0.2670552215146136,5.674730191152413,1.963425192595372,0.2755294146669381,0.2634677562845623,0.3849250515366256,0.2343944935551595,401,344
3,baseline_geometric,13,True,,False,,,2.352291393712874,0.0848300596161338,5.361033079966036,2.2996729561289504,2.352291393712874,0.0848300596161338,5.361033079966036,2.2996729561289504,401,401
3,fusion,14,True,2.333333333333333,False,,43.98200002888171,0.4542561709879206,0.1820621564625878,0.3197766101666188,0.4352355766830907,0.1715969805123999,0.179739175624503,0.2484164913416547,0.1542511808278456,401,354
3,rf_only,14,False,,False,,101.14027080186216,6.820765291459528,6.13540192305617,10.443056648648971,1.780553581786332,6.820765291459528,6.13540192305617,10.443056648648971,1.780553581786332,401,381
3,camera_only,14,True,3.1666666666666665,False,,2.67620328301794,4.142299002633453,0.0508729288984795,11.353337576218795,4.030855955139116,0.0698297739751901,0.0448725259284747,0.1252221086189628,0.0617711494433962,401,337
3,track_to_track_ci,14,True,2.85,False,,43.49876273539225,4.044402106617681,0.272369180312936,10.78281738844063,3.9338733550388216,0.2697520770068062,0.2663626485425616,0.3815429381168643,0.2350721413119508,401,344
3,baseline_geometric,14,True,,False,,,2.292466927731525,0.0861417229634449,5.909782868554556,2.241953089314153,2.292466927731525,0.0861417229634449,5.909782868554556,2.241953089314153,401,401
3,fusion,15,True,1.7333333333333334,False,,37.48003249407109,0.3086952450998518,0.1545402973059669,0.2364351430259287,0.2962918932730509,0.154130844140534,0.153446776778824,0.2206531641810389,0.1377113506321834,401,366
3,rf_only,15,False,,False,,89.5023860865246,6.8024652864254005,6.075976773145981,10.45340164610535,1.709112602768657,6.8024652864254005,6.075976773145981,10.45340164610535,1.709112602768657,401,381
3,camera_only,15,True,1.7333333333333334,False,,2.6112059960161567,1.0696912581190203,0.0442164026854202,0.2263180205892766,1.0396006619620484,0.0648776936296558,0.0434731322036055,0.117414336319642,0.053234867582862,401,366
3,track_to_track_ci,15,True,2.85,False,,40.44664335096491,1.9171658095907371,0.2476591525200452,4.975710914086358,1.856449366824044,0.2528237208322107,0.2420754932367035,0.3416854531626282,0.2097849511738993,401,344
3,baseline_geometric,15,True,,False,,,2.155781371096072,0.0854403896651692,5.588268142822706,2.106327569363251,2.155781371096072,0.0854403896651692,5.588268142822706,2.106327569363251,401,401
3,fusion,16,True,1.7666666666666666,False,,40.52604782375796,0.6653257892554078,0.1690578655578082,0.2647954685657936,0.6471953428155368,0.1666265907643009,0.1647677924280417,0.2451745634308114,0.1488823164586492,401,365
3,rf_only,16,False,,False,,82.84997759103862,6.758595069161969,6.081430249398509,10.23159995571652,1.5251685808069526,6.758595069161969,6.081430249398509,10.23159995571652,1.5251685808069526,401,381
3,camera_only,16,True,1.9,False,,2.94869020600815,2.21479118071077,0.0508090810373254,0.1986566560461252,2.157493411735057,0.0668269398786793,0.0493143611698086,0.1209490408573475,0.0548292889853175,401,363
3,track_to_track_ci,16,True,2.85,False,,42.39964524950405,2.6741844301158606,0.2692133998321485,6.298457377037403,2.5993143169670905,0.2688072077951996,0.260778018852379,0.3843034431244904,0.2282549248569711,401,344
3,baseline_geometric,16,True,,False,,,2.273747433288495,0.0889619325339124,5.649501424448348,2.221177168609948,2.273747433288495,0.0889619325339124,5.649501424448348,2.221177168609948,401,401
3,fusion,17,True,1.7333333333333334,False,,37.56841727608077,0.2169889619290126,0.1627798927830862,0.246502562852705,0.2008110341255735,0.1532619274323421,0.1604251704169979,0.2279197750873476,0.1369513505633414,401,366
3,rf_only,17,False,,False,,93.59824732960514,6.795051816333305,6.099949654503421,10.367426405186238,1.679363297665729,6.795051816333305,6.099949654503421,10.367426405186238,1.679363297665729,401,381
3,camera_only,17,True,1.7666666666666666,False,,2.955305519529317,1.002686680096539,0.0398862148768612,0.1853412578645098,0.9753188023049574,0.0647713415859903,0.0385243194252542,0.1038564147001341,0.0551631285245558,401,365
3,track_to_track_ci,17,True,2.85,False,,42.26948453294303,1.1940640632330746,0.2595381923231618,1.8335419482517183,1.1558315781273392,0.2613100891946017,0.2505120807223164,0.3446910234700949,0.2191988535848471,401,344
3,baseline_geometric,17,True,,False,,,2.712672532239799,0.0832631877618244,4.861833718228173,2.6536122453714235,2.712672532239799,0.0832631877618244,4.861833718228173,2.6536122453714235,401,401
3,fusion,18,True,1.8,False,,39.05680388853757,0.2994588874362616,0.1608483964828339,0.2565654210716837,0.283219883034829,0.159269194685153,0.1587292918115321,0.2423217560015584,0.1437865377082463,401,365
3,rf_only,18,False,,False,,82.31908424766323,6.768156996186973,6.064211087196412,10.334860277812949,1.5669974482645592,6.768156996186973,6.064211087196412,10.334860277812949,1.5669974482645592,401,381
3,camera_only,18,True,1.7333333333333334,False,,2.835542197020931,0.6224980502283018,0.0485431655304391,0.1914963345134303,0.602897199827152,0.0653957292083434,0.0468773466074587,0.1219749179578332,0.0565340986267161,401,366
3,track_to_track_ci,18,True,2.85,False,,41.16069199255972,1.5537276212268911,0.2528515506658162,3.128619713527857,1.5004830647444467,0.2616998234026392,0.24958516165466,0.3662265003185458,0.2205444716283408,401,344
3,baseline_geometric,18,True,,False,,,2.330604087973437,0.0844411372856068,5.2536569832641264,2.2828688737849308,2.330604087973437,0.0844411372856068,5.2536569832641264,2.2828688737849308,401,401
3,fusion,19,True,1.7333333333333334,False,,40.46999816452042,0.6407400652949508,0.1582789443713817,0.2521713752854016,0.6230116889486723,0.1593049113627175,0.154735146091465,0.2306315634519413,0.1424354902012987,401,366
3,rf_only,19,False,,False,,93.81411099790424,6.811087612042549,6.157959637798746,10.414667686782792,1.743113973443089,6.811087612042549,6.157959637798746,10.414667686782792,1.743113973443089,401,381
3,camera_only,19,True,2.0,False,,3.300203602199133,2.5167686649872336,0.0491428062520382,1.383590628812415,2.4531503898541893,0.0717558271299749,0.0478769789000633,0.156905395215831,0.0606612618571978,401,361
